time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1774072154846,download,10000000,212.30000019073486,126506008.83607756,632.4000000953674,-1,10000300,222.59999990463257 235.40000009536743
1774072155492,download,10000000,208.30000019073486,127250516.88180903,628.7000002861023,-1,10000300,230.90000009536743 217.2999997138977
1774072156185,download,10000000,213.89999961853027,118909631.44176623,672.7999997138977,-1,10000300,215.80000019073486 228.2000002861023
1774072156872,download,10000000,214.30000019073486,119549312.64614797,669.1999998092651,-1,10000300,236.2000002861023 214.7000002861023
1774072157555,download,10000000,209.80000019073486,120250112.69662425,665.3000001907349,-1,10000300,210.90000009536743 223.5
1774072160519,upload,10000000,2921.5999999046326,27425296.76716314,2931.5999999046326,-1,369,231.69999980926514 239.2000002861023 219.19999980926514 227.59999990463257 215.09999990463257 222 220.59999990463257 257
1774072180782,upload,10000000,20218.799999713898,3974531.3612837694,20228.799999713898,-1,369,235.5 226.5 221.90000009536743 227.30000019073486 310.90000009536743 225 229.2999997138977 216.09999990463257 226.2999997138977 223.90000009536743 226.2000002861023 218.5 228.40000009536743 232.60000038146973 223.09999990463257 226.30000019073486 217.40000009536743 220.40000009536743 215 222.7999997138977 215 220.59999990463257 217.7999997138977 219.40000009536743 259.19999980926514 217.59999990463257 221.30000019073486 217.7999997138977 215.7000002861023 223.7000002861023 215.5 222.2000002861023 216 221.19999980926514 212.40000009536743 222.59999990463257 220.30000019073486 219.60000038146973 218.09999990463257 214.5 218.7000002861023 226.2000002861023 262.5 226.59999990463257 218.40000009536743 219.80000019073486 217.2000002861023 221.7000002861023 213.80000019073486 221.09999990463257 215.90000009536743 218.09999990463257 215 225.40000009536743 213.80000019073486 220.59999990463257 212.30000019073486 221.19999980926514 212.2000002861023
1774072191884,upload,10000000,11034.800000190735,7279443.719995975,11044.800000190735,-1,369,220.59999990463257 219.2000002861023 217.40000009536743 222.30000019073486 220 215 218.2999997138977 372.5 217.2999997138977 216.5 222.69999980926514 214.5 221.09999990463257 222.30000019073486 209.80000019073486 216.40000009536743 211.19999980926514 214.2999997138977 213.89999961853027 217.40000009536743 212.40000009536743 215.40000009536743 216.30000019073486 209.09999990463257 216.60000038146973 216.09999990463257 208 219.19999980926514 212.59999990463257 218.19999980926514
1774072194025,upload,10000000,2109.9000000953674,37926317.277410746,2119.9000000953674,-1,371,212.7999997138977 216 219.40000009536743 217.10000038146973 215.69999980926514
1774072195427,download,25000000,218,145731856.64208123,1372.3999996185303,-1,25000300,219.09999990463257 216.2999997138977 213.59999990463257 220.7000002861023
1774072196810,download,25000000,210.40000009536743,147635934.1759499,1354.6999998092651,-1,25000300,217.89999961853027 214 216.09999990463257 211.2999997138977
1774072198199,download,25000000,210.90000009536743,146221962.30577165,1367.7999997138977,-1,25000300,215.2999997138977 207.5 214.7000002861023 207.09999990463257
1774072199589,download,25000000,223.90000009536743,145816856.18575042,1371.6000003814697,-1,25000300,218.60000038146973 209.5 219.90000009536743 210.19999980926514 217.10000038146973
